long_threshold,short_threshold,max_single_weight,top_n_long,target_annual_vol,objective,annualized_return,sharpe,max_drawdown,win_rate
0.05,0.08,0.2,2,0.3,-0.7883445242170997,-0.16063223974111895,-0.740154852294764,0.10026927387229212,0.5
0.05,0.08,0.2,2,0.35,-0.7883445242170997,-0.16063223974111895,-0.740154852294764,0.10026927387229212,0.5
0.05,0.08,0.2,3,0.25,-1.4852117584882125,-0.3585320343001307,-1.3776521481981734,0.14325212004961874,0.4666666666666667
0.05,0.08,0.2,3,0.3,-1.5565304968875613,-0.3836085928763251,-1.4414479190246638,0.14632310959677097,0.4666666666666667
0.05,0.08,0.2,3,0.35,-1.5579208286223123,-0.3839875892697734,-1.4427245518413803,0.14632310959677097,0.4666666666666667
0.05,0.08,0.2,4,0.25,0.8800592232361497,0.22072318461409512,0.8138422678519212,0.0756650814344123,0.5333333333333333
0.05,0.08,0.2,4,0.3,0.8161481098877538,0.21442818056024104,0.7518196557196815,0.07497535399133337,0.5333333333333333
0.05,0.08,0.2,4,0.35,0.7887817055890606,0.20921430900603988,0.7260174128872486,0.07653201300686718,0.5333333333333333
0.05,0.08,0.25,2,0.25,-0.768679520098459,-0.18645693934575758,-0.7127424382947317,0.12118906102919202,0.5
0.05,0.08,0.25,2,0.3,-0.7470455844434881,-0.18512046886591815,-0.6915094437837127,0.12335028276084603,0.5
0.05,0.08,0.25,2,0.35,-0.7696168107282452,-0.1910306331200471,-0.7123076207922311,0.12335028276084603,0.5
0.05,0.08,0.25,3,0.25,-1.4876296654212093,-0.4028429152567131,-1.3667767908441955,0.16325887108657922,0.4777777777777778
0.05,0.08,0.25,3,0.3,-1.4373628463987278,-0.4150632530621654,-1.3128438704800782,0.17118294259345723,0.4777777777777778
0.05,0.08,0.25,3,0.35,-1.4256975125374212,-0.4218041110392927,-1.2991562792256333,0.17493174460690586,0.4777777777777778
0.05,0.08,0.25,4,0.25,0.2628363228847437,0.07238857111424934,0.24111975155046886,0.10397415417861156,0.4888888888888889
0.05,0.08,0.25,4,0.3,0.2173097860085267,0.0638792744944352,0.19814600366019616,0.1091530236054078,0.4888888888888889
0.05,0.08,0.25,4,0.35,0.2693298694389083,0.08203177855201949,0.24472033587330247,0.11052610449394773,0.4888888888888889
0.05,0.08,0.3,2,0.25,-0.7598092834704063,-0.20047869228692594,-0.6996656757843286,0.13178158844429388,0.5
0.05,0.08,0.3,2,0.3,-0.9454204184909176,-0.26489557201798275,-0.8659517468855228,0.14895846141938618,0.5
0.05,0.08,0.3,2,0.35,-0.9492097802541133,-0.2699588439076879,-0.8682221270818069,0.15145917387633823,0.5
0.05,0.08,0.3,3,0.25,-1.6461223687270914,-0.4723128616323481,-1.5044285102373869,0.1854957964797993,0.4666666666666667
0.05,0.08,0.3,3,0.3,-1.7404214125934527,-0.5349651880143884,-1.5799318561891362,0.21371286617884133,0.4666666666666667
0.05,0.08,0.3,3,0.35,-1.7284140637085847,-0.554498537841095,-1.5620645023562563,0.23006153726260015,0.4666666666666667
0.05,0.08,0.3,4,0.25,0.25007774371915903,0.07264750389653285,0.2282834925501992,0.1105844685035815,0.5111111111111111
0.05,0.08,0.3,4,0.3,0.33692920491743933,0.10530067342383265,0.30533900289028953,0.12106157905700188,0.5111111111111111
0.05,0.08,0.3,4,0.35,0.28493578543587433,0.09332186826863653,0.2569392249552834,0.12514970207102227,0.5111111111111111
